*,use,folio,nr,geometry,agri_categories,use_all
13081,['Champ'],296,[3.0],"POLYGON ((6.658227351595784 46.58820773216115, 6.658236675226801 46.588205466999476, 6.658220957188289 46.58818264907138, 6.657969363495701 46.58788336175755, 6.657902092741955 46.587804288065335, 6.657895395398276 46.587800165886826, 6.657293933256971 46.588040016090225, 6.657309414913162 46.588079137090915, 6.657518867048267 46.588488774202574, 6.657904152082992 46.58836273360854, 6.658227351595784 46.58820773216115))",['champ'],Champ
13082,['Champ'],296,[4.0],"POLYGON ((6.657204432111191 46.58786296164488, 6.657283156493378 46.588025966610786, 6.657293933256971 46.588040016090225, 6.657895395398276 46.587800165886826, 6.657662115439646 46.58751963753871, 6.657608916202758 46.58746045882353, 6.657326288784423 46.58755517778035, 6.657316137548747 46.58755627256185, 6.657030992375778 46.587649808859396, 6.657018299086497 46.58765146842715, 6.657014878803744 46.587654356419876, 6.657006425039902 46.58765488054933, 6.656436745586997 46.587682985550806, 6.656442692926042 46.58779715849505, 6.656414587933448 46.5878715001151, 6.657204432111191 46.58786296164488))",['champ'],Champ
13087,['Champ'],296,[9.0],"POLYGON ((6.656063499082662 46.58808569950068, 6.656313627165769 46.588135754012384, 6.656414587933448 46.5878715001151, 6.656442692926042 46.58779715849505, 6.656436745586997 46.587682985550806, 6.656435901053227 46.58768297973469, 6.656130779630214 46.58769776489556, 6.65612993509624 46.58769775907717, 6.656063499082662 46.58808569950068))",['champ'],Champ
13088,['Champ'],296,[10.0],"POLYGON ((6.655984793429596 46.58768860674937, 6.655892513331129 46.58805307675026, 6.656063499082662 46.58808569950068, 6.65612993509624 46.58769775907717, 6.656129943535658 46.58769717682921, 6.655984793429596 46.58768860674937))",['champ'],Champ
13091,['Champ'],296,[13.0],"POLYGON ((6.655984810311553 46.587687442253554, 6.655984827193509 46.58768627775769, 6.655664140725195 46.58760953235169, 6.655656514598808 46.58761122669845, 6.655590945098202 46.58764804225811, 6.655448674841843 46.58773207802125, 6.655304022605891 46.587805615670746, 6.655276904532968 46.587811834009194, 6.655270933642532 46.58781586897097, 6.65527594171644 46.587819979654576, 6.655357405509973 46.58785198600968, 6.655363249682469 46.58785668476144, 6.655400240336986 46.58786858597281, 6.655836942577268 46.58804104764813, 6.655892513331129 46.58805307675026, 6.655984793429596 46.58768860674937, 6.655984810311553 46.587687442253554))",['champ'],Champ
13092,['Champ'],296,[14.0],"POLYGON ((6.655471510121918 46.5881957511476, 6.655343839951333 46.58837946180245, 6.65542027114668 46.58840910417443, 6.655370003484102 46.58849726806443, 6.655355358967579 46.588516965481645, 6.655114781976955 46.588448923266526, 6.655075619653269 46.588528429045375, 6.65504238595346 46.588606811100135, 6.655129087092843 46.58862720761943, 6.655459389863372 46.58868189316825, 6.656100572174224 46.58873289695299, 6.656313627165769 46.588135754012384, 6.656063499082662 46.58808569950068, 6.655892513331129 46.58805307675026, 6.655836942577268 46.58804104764813, 6.655400240336986 46.58786858597281, 6.655363249682469 46.58785668476144, 6.65527891400223 46.58790618146226, 6.655158508085672 46.58793854241713, 6.655143289508213 46.58793960205085, 6.654982084243342 46.5879315022494, 6.654973681127889 46.587928532740634, 6.654902122937005 46.58797054734392, 6.654892731584471 46.58797747021488, 6.654891827876691 46.587981540122115, 6.655194239354789 46.588095429235715, 6.655471510121918 46.5881957511476))",['champ'],Champ
13094,['Champ'],296,[16.0],"POLYGON ((6.655471510121918 46.5881957511476, 6.655194239354789 46.588095429235715, 6.654891827876691 46.587981540122115, 6.654867124940289 46.58799592731516, 6.654756995880807 46.588076690174994, 6.654679246524047 46.5881378780153, 6.655166477598033 46.58832059021374, 6.655343839951333 46.58837946180245, 6.655471510121918 46.5881957511476))",['champ'],Champ
13098,['Champ'],296,[20.0],"POLYGON ((6.654636441461142 46.588351871229065, 6.654605943811483 46.58841629669853, 6.654701157573625 46.58843209385882, 6.654687905994876 46.58847218152118, 6.654687052993879 46.58847275793988, 6.654676250482338 46.58851868556604, 6.65504238595346 46.588606811100135, 6.655075619653269 46.588528429045375, 6.655114781976955 46.588448923266526, 6.655355358967579 46.588516965481645, 6.655370003484102 46.58849726806443, 6.65542027114668 46.58840910417443, 6.655343839951333 46.58837946180245, 6.655166477598033 46.58832059021374, 6.654679246524047 46.5881378780153, 6.654664796324373 46.58814418364444, 6.654576988371346 46.588200061232534, 6.654449063858266 46.588284777097854, 6.654636441461142 46.588351871229065))",['champ'],Champ
13099,['Pré'],296,[21.0],"POLYGON ((6.654599336486056 46.58811519879942, 6.654448555257226 46.58797091055173, 6.654440177537929 46.58796619426021, 6.654038654829659 46.588104921729524, 6.654248392569559 46.588260681508196, 6.654301741180728 46.58830938133238, 6.654310127400253 46.58831351538622, 6.654599192734565 46.5881250970121, 6.654599209646508 46.588123932516474, 6.654599336486056 46.58811519879942))",['pre'],Pré
13100,['Pré'],296,[22.0],"POLYGON ((6.654136134731242 46.58767410615231, 6.653681837386388 46.587841000835034, 6.653682631127538 46.587844500158084, 6.653905744031659 46.5880096699196, 6.654038654829659 46.588104921729524, 6.654440177537929 46.58796619426021, 6.654438564581056 46.587960942368085, 6.654389421959817 46.587913436259264, 6.654148684281526 46.58768234511867, 6.654136134731242 46.58767410615231))",['pre'],Pré
13103,['Champ'],296,[23.0],"POLYGON ((6.653609110022937 46.587034004001794, 6.653600656323085 46.58703452787812, 6.653383484431466 46.5870999918466, 6.653346198321168 46.587108468649944, 6.653327352563568 46.58741696068919, 6.653364388510144 46.587541830302165, 6.653467863303828 46.587686375311804, 6.653670926146511 46.58783626697705, 6.653681837386388 46.587841000835034, 6.654136134731242 46.58767410615231, 6.653729398824093 46.58718390574933, 6.653609110022937 46.587034004001794), (6.653531129318033 46.587633822774194, 6.653602929400958 46.58769138507215, 6.653603723134795 46.58769488439584, 6.653578107717414 46.587713923453904, 6.653590614858029 46.58772507372058, 6.653591315457134 46.587734977769486, 6.6535632764846 46.58774643009177, 6.653545761409809 46.587731169062494, 6.653528187072796 46.587719983764735, 6.653466453684266 46.5876671494601, 6.653516704521827 46.5876383815144, 6.653531129318033 46.587633822774194))",['champ'],Champ
13104,['Pré'],296,[25.0],"POLYGON ((6.65302398121939 46.5859765660476, 6.653067743072107 46.58598735025505, 6.653076111892928 46.5859926488961, 6.653143051421812 46.58609385086803, 6.653144638783123 46.586100849522474, 6.653066373640173 46.58619755338201, 6.653030206713964 46.58630328298207, 6.652939386374254 46.5863340992932, 6.652838637737389 46.586466750458236, 6.652832514268122 46.58648126575163, 6.652868686965062 46.58660729418635, 6.652889203790132 46.58670642820709, 6.652919021747588 46.586746813625346, 6.653189717468627 46.58689193328879, 6.653193010843635 46.586897779127156, 6.653206472357486 46.58690136605617, 6.653238310050601 46.58691905540822, 6.653318924322052 46.587009288000345, 6.65334836165015 46.587075874453966, 6.653346198321168 46.587108468649944, 6.653383484431466 46.5870999918466, 6.653600656323085 46.58703452787812, 6.653609110022937 46.587034004001794, 6.653729398824093 46.58718390574933, 6.654136134731242 46.58767410615231, 6.654148684281526 46.58768234511867, 6.654389421959817 46.587913436259264, 6.654438564581056 46.587960942368085, 6.654440177537929 46.58796619426021, 6.654448555257226 46.58797091055173, 6.654599336486056 46.58811519879942, 6.654599209646508 46.588123932516474, 6.654653767559695 46.588089370739866, 6.654939790440161 46.58787763826714, 6.654937375162265 46.58786946931566, 6.654937392066841 46.58786830481996, 6.654929005868421 46.58786417081228, 6.654918204397076 46.58785186785207, 6.654531322829365 46.58738975807616, 6.654371119981638 46.58719649093709, 6.65434711086605 46.58716313369633, 6.65415631501742 46.58686658677915, 6.654167364514782 46.58674554339508, 6.654163277287603 46.586736198264965, 6.654092677765139 46.586654187742056, 6.653837909024188 46.58622676173207, 6.653834674867698 46.586216840177386, 6.653823181816772 46.5861940508156, 6.653768868148421 46.58603761740539, 6.6537622813794 46.58602592576128, 6.653756403685114 46.586023555917976, 6.653748938553922 46.58601418742835, 6.653639876380122 46.58584747638329, 6.65362691454984 46.58557719665351, 6.653616797469462 46.58534362187965, 6.653273014507543 46.58546236490022, 6.652887552917646 46.585601199279104, 6.65287909096076 46.58560230534956, 6.652873120135379 46.58560634018605, 6.652873009971139 46.5856139094071, 6.652883756780727 46.58568793666975, 6.652954980232405 46.58572686161316, 6.652952610529488 46.58583166037019, 6.653011550854864 46.585960175487386, 6.65301894806954 46.5859742020076, 6.65302398121939 46.5859765660476))",['pre'],Pré
13119,['Pré'],297,[1.0],"POLYGON ((6.648148745725473 46.58889624610315, 6.648014325163016 46.588962586866096, 6.648017560385414 46.58902643565949, 6.648003307057081 46.58903151154956, 6.647939731401027 46.58904429426046, 6.647830598959791 46.58909241047818, 6.64772069973612 46.58913592116117, 6.647567442129587 46.58912162862374, 6.647569842954125 46.58912854548249, 6.647606714703397 46.589173653169546, 6.647598324400589 46.58917704480622, 6.647541639340375 46.58917492498516, 6.647535700407947 46.58918178375954, 6.647526737170441 46.589224272183, 6.647519121852464 46.58923169429215, 6.647343009241681 46.58929716886748, 6.647315311007296 46.58930905114514, 6.647310239720065 46.589313615906576, 6.647309371660974 46.58937283604529, 6.647342191447365 46.58940986542716, 6.64733059966737 46.58946096069667, 6.647324610111022 46.58947126917671, 6.647200118533665 46.58959977940729, 6.647188350065479 46.58960602253349, 6.647114748893607 46.58961988495506, 6.647106333200765 46.58962500141365, 6.647082560182836 46.58965358632316, 6.647014307805144 46.58970083662327, 6.647024130129062 46.58971355533191, 6.647067901318344 46.58974318596516, 6.647099204935827 46.58976985464252, 6.647102389133788 46.58978022703923, 6.647096391068447 46.58979111045984, 6.647286522392525 46.58985051142013, 6.647298172911165 46.589852317622814, 6.648463054513141 46.59021578427426, 6.648464781405705 46.59021177120774, 6.648079909840063 46.58949607898879, 6.648491035259227 46.589386812464554, 6.648522802190086 46.589381858341845, 6.648536229998008 46.58937620163266, 6.648582267111823 46.58936502163081, 6.648587329882284 46.5893610317655, 6.648354761151925 46.58883902851359, 6.648426978332609 46.58874867914638, 6.648472425009364 46.588720819752176, 6.648738230459179 46.588567415477655, 6.64880680916186 46.58855466711533, 6.648846906823347 46.58855034584648, 6.648946398089281 46.58876206679856, 6.648950525884588 46.5887649705541, 6.649303301600971 46.58870992153134, 6.649171165089335 46.588449098031525, 6.649103571924948 46.58845150325721, 6.648952673453704 46.588390078036284, 6.648937383226194 46.588352020975336, 6.648881540067319 46.58829240652582, 6.648775643715709 46.588290520141356, 6.648647062131665 46.588299976109184, 6.648592534864324 46.588321447283484, 6.648550213140197 46.5883067776127, 6.64854270748031 46.5883067254027, 6.648378619673667 46.588348709730724, 6.648370195882039 46.58835440123611, 6.648346053761427 46.58840828434048, 6.648336779159855 46.58841511994666, 6.648269708520733 46.58843880373724, 6.648302732434241 46.58863281239626, 6.648248971320615 46.58865888883146, 6.648251761288896 46.58881013626262, 6.64820584300698 46.588870192930166, 6.648182963802571 46.588894759204535, 6.648148745725473 46.58889624610315))",['pre'],Pré
13120,['Champ'],297,[2.0],"POLYGON ((6.648587329882284 46.5893610317655, 6.648582267111823 46.58936502163081, 6.648536229998008 46.58937620163266, 6.648522802190086 46.589381858341845, 6.648491035259227 46.589386812464554, 6.648079909840063 46.58949607898879, 6.648464781405705 46.59021177120774, 6.648463054513141 46.59021578427426, 6.649098232800836 46.59041340497618, 6.649105663074398 46.59041863172557, 6.649107331064108 46.590418643319595, 6.649118981766033 46.59042044933561, 6.649424450851749 46.59040704686722, 6.649754046814036 46.59039783622688, 6.650142363975127 46.59030853069945, 6.649735691365242 46.5895420919091, 6.64945259980532 46.58899501458311, 6.649428345488086 46.58894252002578, 6.649303301600971 46.58870992153134, 6.648950525884588 46.5887649705541, 6.648946398089281 46.58876206679856, 6.648846906823347 46.58855034584648, 6.64880680916186 46.58855466711533, 6.648738230459179 46.588567415477655, 6.648472425009364 46.588720819752176, 6.648426978332609 46.58874867914638, 6.648354761151925 46.58883902851359, 6.648587329882284 46.5893610317655))",['champ'],Champ
13121,['Pré'],297,[3.0],"POLYGON ((6.649183691371815 46.58844803507287, 6.649171165089335 46.588449098031525, 6.649303301600971 46.58870992153134, 6.649428345488086 46.58894252002578, 6.650040627230664 46.588822570215115, 6.650039894044 46.58881566498865, 6.649951376771323 46.58865174716703, 6.64990422097844 46.58868247033511, 6.649848784250332 46.58870911089719, 6.649803245880286 46.588743295324505, 6.64979917684913 46.588736366928835, 6.649807827379305 46.58871515158642, 6.64981148249383 46.588693326539385, 6.649783110768734 46.588694279519444, 6.649757896273844 46.588650403534494, 6.649745479178423 46.588643992167285, 6.649717292322983 46.588632296164725, 6.649527878922937 46.58858095439922, 6.649316490296918 46.588606511132845, 6.649296559156086 46.58860062251012, 6.649251827599375 46.588579611231054, 6.649251977249709 46.588512335936926, 6.649183691371815 46.58844803507287))",['pre'],Pré
13122,['Champ'],297,[4.0],"POLYGON ((6.650356630247241 46.59025769186531, 6.650768070598799 46.59018406998868, 6.650357354481395 46.589408405242175, 6.650062598533787 46.58886009849366, 6.650061865343799 46.5888531932674, 6.650040627230664 46.588822570215115, 6.649428345488086 46.58894252002578, 6.64945259980532 46.58899501458311, 6.649735691365242 46.5895420919091, 6.650142363975127 46.59030853069945, 6.650356630247241 46.59025769186531))",['champ'],Champ
13123,['Pré'],297,[5.0],"POLYGON ((6.65036232991006 46.588839178585665, 6.650718390203296 46.58878759804306, 6.650552540877275 46.58849319167334, 6.650531498697593 46.588506270932015, 6.650452669443089 46.58853562452812, 6.650389061370102 46.58855070842087, 6.650350329533528 46.588575740119246, 6.650337744476379 46.58858082787779, 6.650157837046295 46.58862097994036, 6.650087000221061 46.588617038109874, 6.650034384702275 46.58862184791663, 6.649966598174421 46.58863747757501, 6.649953111902965 46.588647159124434, 6.649951376771323 46.58865174716703, 6.650039894044 46.58881566498865, 6.650040627230664 46.588822570215115, 6.650061865343799 46.5888531932674, 6.650291101030039 46.58874783244347, 6.650296888439088 46.58875132267982, 6.65036232991006 46.588839178585665))",['pre'],Pré
13124,['Champ'],297,[6.0],"POLYGON ((6.65036232991006 46.588839178585665, 6.650296888439088 46.58875132267982, 6.650291101030039 46.58874783244347, 6.650061865343799 46.5888531932674, 6.650062598533787 46.58886009849366, 6.650357354481395 46.589408405242175, 6.650768070598799 46.59018406998868, 6.65095540480428 46.590149718546414, 6.651438684017819 46.59006854225429, 6.651437950635633 46.59006163703741, 6.650996561601874 46.589272536811166, 6.650718390203296 46.58878759804306, 6.65036232991006 46.588839178585665))",['champ'],Champ
13125,"['grange', 'écurie']",297,[8.0],"POLYGON ((6.653326845670365 46.588876964154736, 6.653404881704811 46.588844728035305, 6.653414072111622 46.5888436415487, 6.653415781867307 46.58884077831314, 6.653421636389425 46.58883966876429, 6.653447681824022 46.58882662356229, 6.653463585803898 46.588822708426534, 6.653467822554775 46.588818137625495, 6.653527394015788 46.588793823935724, 6.653523349588236 46.58878517081352, 6.653410101525825 46.5886578855179, 6.653399243214194 46.58865896047306, 6.653250752584337 46.588718309971846, 6.653235082829572 46.588706126386576, 6.653212456926767 46.58871344507502, 6.653204050317242 46.58871798703183, 6.653208895198176 46.588728945745395, 6.653202131429557 46.5887352240957, 6.653326845670365 46.588876964154736))","['ecurie', 'grange']","Logement, grange, écurie"
13129,['Pré'],297,[7.0],"POLYGON ((6.651679303262136 46.58803811999822, 6.651612004086246 46.588020403353816, 6.651566253741906 46.588012036175414, 6.651552902031753 46.58801251866428, 6.651487165893288 46.588059214037585, 6.651461744729213 46.588086638399886, 6.651449826179194 46.58810323112447, 6.651392374682672 46.58821093505452, 6.651337471282231 46.58825828043649, 6.651289407190843 46.58829417297732, 6.651188061663013 46.588323370994345, 6.651178795821877 46.58832963187921, 6.651170229756905 46.588345097795184, 6.651136619626843 46.58836211510908, 6.651051278569395 46.58838049875391, 6.651040445430352 46.58837984862462, 6.650897691627747 46.588331707733886, 6.650793944614628 46.58835398861077, 6.650752879035551 46.588367504030685, 6.650623584263806 46.58842583324603, 6.650563600644624 46.5884783181161, 6.650552540877275 46.58849319167334, 6.650718390203296 46.58878759804306, 6.650996561601874 46.589272536811166, 6.651437950635633 46.59006163703741, 6.651438684017819 46.59006854225429, 6.65186166322494 46.59000419658785, 6.652522614002919 46.5897500178834, 6.652814378219673 46.589531807539345, 6.653519555604606 46.58898869850872, 6.653528871456877 46.5889789877138, 6.653479677639988 46.5889205715479, 6.653414072111622 46.5888436415487, 6.653404881704811 46.588844728035305, 6.653326845670365 46.588876964154736, 6.653202131429557 46.5887352240957, 6.653208895198176 46.588728945745395, 6.653204050317242 46.58871798703183, 6.653140283270765 46.588572068248894, 6.653018248012661 46.58859019959693, 6.652609023396637 46.58868454525113, 6.652159083597564 46.588768257325896, 6.652146833714644 46.58875034715731, 6.651775329847379 46.58797323400369, 6.65171396487643 46.588006159518905, 6.651679303262136 46.58803811999822), (6.653110930713458 46.58886972100835, 6.653105893421039 46.5888719862154, 6.653090047964174 46.58887187662843, 6.653072651693969 46.588863706157994, 6.653063611873563 46.588854443458565, 6.653061394421282 46.58883487774427, 6.653078207699246 46.588825793851186, 6.653084020395371 46.588827559085985, 6.65309220114539 46.588838540875734, 6.653110930713458 46.58886972100835))",['pre'],Pré
13130,"['grange', 'écurie']",297,[12.0],"POLYGON ((6.653604175749951 46.58861840125323, 6.653636775727908 46.58861345146581, 6.653733800173876 46.58859457161138, 6.653733825251812 46.588592846751496, 6.653633615347895 46.588371924969614, 6.653631947420386 46.588371913441954, 6.653499779784301 46.58839860044016, 6.653596812175087 46.5886085751708, 6.653604175749951 46.58861840125323))","['ecurie', 'grange']","Logement, grange, écurie"
13131,['Pont de grange sous lequel est une cave portée sous art. 3732'],297,[13.0],"POLYGON ((6.653652186380612 46.588643458548, 6.653747534580551 46.58862514210784, 6.653733800173876 46.58859457161138, 6.653636775727908 46.58861345146581, 6.653652186380612 46.588643458548))",['grange'],Pont de grange sous lequel est une cave portée sous art. 3732
13134,['Pré'],297,[16.0],"POLYGON ((6.653425314460977 46.588414760995, 6.653426240413481 46.588408442274186, 6.653424898625079 46.588386007565326, 6.653381754615471 46.58825575678513, 6.653408084110913 46.5882231631798, 6.653419885009964 46.588214619596236, 6.653522205234531 46.58817565114865, 6.653536424373476 46.588172874379886, 6.653562385848408 46.58816557868412, 6.653773087240392 46.5881296591352, 6.653770660589927 46.58812446726691, 6.65374093060245 46.58810413643579, 6.65350853796263 46.588140480997644, 6.652304369464634 46.58835640520512, 6.652287916312823 46.5883407659962, 6.651833672531077 46.58774708374361, 6.651828643669189 46.58774877394104, 6.65182855987472 46.587754523473, 6.651852636061387 46.58787659263579, 6.651815971515108 46.58793153973086, 6.65178468773774 46.587960648585046, 6.651775329847379 46.58797323400369, 6.652146833714644 46.58875034715731, 6.652159083597564 46.588768257325896, 6.652609023396637 46.58868454525113, 6.653018248012661 46.58859019959693, 6.653140283270765 46.588572068248894, 6.653150324334342 46.58856983764453, 6.653360143430088 46.58853736281382, 6.65337348689059 46.588537455066074, 6.653373470164319 46.58853860497263, 6.653386788536166 46.588540422083135, 6.653402550268204 46.58854628116157, 6.653404176386993 46.588549167458964, 6.65340917182304 46.58854977700507, 6.653409263813367 46.588543452518984, 6.65342693599616 46.58853264947979, 6.653425314460977 46.588414760995))",['pre'],Pré
13135,"['grange', 'écurie']",297,[17.0],"POLYGON ((6.653747352067517 46.58835086056504, 6.653633615347895 46.588371924969614, 6.653733825251812 46.588592846751496, 6.653814103421402 46.58857845119226, 6.653845894463496 46.58857177072252, 6.65384928047943 46.5885683440516, 6.653825122383873 46.58850895099094, 6.653821803237039 46.58850777803466, 6.653763621747522 46.58837914853567, 6.653747352067517 46.58835086056504))","['ecurie', 'grange']","Logement, grange, écurie"
13136,['Pont de grange'],297,[18.0],"POLYGON ((6.653749202515906 46.58862515363379, 6.653750870451256 46.58862516515967, 6.653826178292854 46.58860843520096, 6.653814103421402 46.58857845119226, 6.653733825251812 46.588592846751496, 6.653733800173876 46.58859457161138, 6.653747534580551 46.58862514210784, 6.653749202515906 46.58862515363379))",['grange'],Pont de grange
13140,['Pré'],297,[20.0],"POLYGON ((6.654000032961869 46.5884106825129, 6.654028845689209 46.58843675704829, 6.653924339254345 46.58851136153361, 6.653925089647641 46.588517116828456, 6.653942268650956 46.58854023595504, 6.653912921036983 46.5885509584103, 6.65384928047943 46.5885683440516, 6.653845894463496 46.58857177072252, 6.653814103421402 46.58857845119226, 6.653826178292854 46.58860843520096, 6.653750870451256 46.58862516515967, 6.653807133479245 46.58877103173707, 6.653941787068546 46.588745511573634, 6.654086648694656 46.5887062614972, 6.654098382748312 46.5887023174701, 6.654175067609579 46.58864822107461, 6.654200738291542 46.58860354750677, 6.65420171428265 46.58859377905967, 6.654170860493027 46.58847856376157, 6.654078843396321 46.58838247636448, 6.654003418957942 46.58840725583733, 6.654000032961869 46.5884106825129))",['pre'],Pré
13141,['Pré'],297,[23.0],"POLYGON ((6.652769727634428 46.58807269537613, 6.652757318684137 46.58806570938427, 6.652582578775996 46.5879230474598, 6.652514998054137 46.5878673786639, 6.652511754324905 46.58786103109015, 6.652500154295234 46.58785577570191, 6.652060791043464 46.587500251972294, 6.652033119898709 46.58751041054059, 6.651872729375478 46.587585201123126, 6.651867658634843 46.587589766088335, 6.651847128695142 46.58768220068662, 6.651859059830301 46.58772195911038, 6.651834573520067 46.58774248989505, 6.651833672531077 46.58774708374361, 6.652287916312823 46.5883407659962, 6.652304369464634 46.58835640520512, 6.65350853796263 46.588140480997644, 6.65374093060245 46.58810413643579, 6.653740155156999 46.588100105999516, 6.65357198387147 46.58796439113964, 6.653521689408087 46.58792436772987, 6.653511782264865 46.5879173991141, 6.653505952929385 46.58791678380776, 6.653496720873359 46.58792074506839, 6.653429786907943 46.58793523264976, 6.653163760429603 46.58799031934943, 6.652769727634428 46.58807269537613))",['pre'],Pré
13142,"['grange', 'écurie']",297,[24.0],"POLYGON ((6.653196953979027 46.58794454800472, 6.653317838351124 46.58789075782745, 6.653327870917299 46.587889102160624, 6.653344717309674 46.58787771841436, 6.653276444093374 46.587812270098695, 6.653246764649708 46.58778848941815, 6.653251018066509 46.58778276871835, 6.653246915208308 46.58777814025881, 6.653231845474675 46.587782061131314, 6.653108476125474 46.58783468400796, 6.653094998983068 46.58784379097718, 6.653154165420237 46.58790457633514, 6.653155791506457 46.58790746263622, 6.653155774775748 46.58790861254279, 6.653196953979027 46.58794454800472))","['ecurie', 'grange']","Logement, grange, écurie"
13147,['Pré'],297,[29.0],"POLYGON ((6.652769727634428 46.58807269537613, 6.653163760429603 46.58799031934943, 6.653163852447697 46.587983994863336, 6.653101166034966 46.587935835412125, 6.653107921349425 46.587930132020844, 6.653155774775748 46.58790861254279, 6.653155791506457 46.58790746263622, 6.653154165420237 46.58790457633514, 6.653094998983068 46.58784379097718, 6.653059063597167 46.587848717537476, 6.65294299876077 46.587743262689514, 6.652963239575622 46.58772787740216, 6.653012035603007 46.587698889360425, 6.653193708666559 46.587594343777916, 6.653163747531979 46.58753261039035, 6.652825612102938 46.58772865033918, 6.652511754324905 46.58786103109015, 6.652514998054137 46.5878673786639, 6.652582578775996 46.5879230474598, 6.652757318684137 46.58806570938427, 6.652769727634428 46.58807269537613))",['pre'],Pré
13149,['Pré'],297,[30.0],"POLYGON ((6.652910832139409 46.5870881024443, 6.65284621677271 46.58711525596288, 6.65282483256548 46.58715190873206, 6.65275742231175 46.587199168255985, 6.652550466646025 46.58726443740068, 6.652506326083991 46.587260106816366, 6.652475051439452 46.58728864090842, 6.652399413469531 46.58727086700571, 6.652304817405305 46.58729493762316, 6.652218304674315 46.58727938835633, 6.652140685336168 46.58734037710133, 6.652123956125085 46.58734371132439, 6.652091105476551 46.58736590927536, 6.652070148785488 46.58748766652978, 6.652060791043464 46.587500251972294, 6.652500154295234 46.58785577570191, 6.652511754324905 46.58786103109015, 6.652825612102938 46.58772865033918, 6.653163747531979 46.58753261039035, 6.653133420985434 46.58743867384217, 6.653145778454646 46.58710525282955, 6.653081260528173 46.58701107979689, 6.653010143863482 46.58696918709996, 6.652981123233223 46.58695748613667, 6.652963691343341 46.587009116561234, 6.652923193505226 46.58704103704052, 6.652910832139409 46.5870881024443))",['pre'],Pré
13150,['Pré'],298,[14.0],"POLYGON ((6.653076261462831 46.593156413925705, 6.653077918930331 46.593156425388116, 6.653079892320828 46.5931347275696, 6.652986783163231 46.593154081029034, 6.652978445937191 46.59315745149123, 6.652978396048176 46.59316087927242, 6.653048871678765 46.59315908127676, 6.653056330282852 46.59315913285921, 6.653076261462831 46.593156413925705))",['pre'],"Pré, talus"
13151,['Pré'],298,[11.0],"POLYGON ((6.65267981287331 46.59220750864488, 6.652733408866847 46.59199876375538, 6.652721781891275 46.59200039737348, 6.652500037249816 46.5920885655782, 6.652488401928013 46.592090770469284, 6.65248833536919 46.59209534084424, 6.652777883369311 46.59253043106416, 6.652820533337334 46.59261814334617, 6.65308075430925 46.59313244811328, 6.653183542187927 46.593131444842456, 6.653182439136264 46.59315029190887, 6.653827725556465 46.59311818535932, 6.653911469139626 46.593115907143236, 6.653919764776673 46.59311539309726, 6.653968709862463 46.59311230308403, 6.654033536999825 46.59298591022397, 6.654871268989943 46.59294255708086, 6.655071962789984 46.59293422864286, 6.655129160830059 46.59304775132139, 6.655198782635138 46.59304766016837, 6.655294178045119 46.593042033171905, 6.655522543538543 46.59301161194788, 6.655820779036093 46.592963959819535, 6.655831560824884 46.59296346276777, 6.655835671341867 46.59296577651163, 6.655844861944739 46.592960697659755, 6.65651277585943 46.592853884443784, 6.656521079708848 46.59285279891093, 6.65654853538269 46.59284556034665, 6.656537082160959 46.592835197114994, 6.656430373877165 46.592763614441424, 6.655981250860035 46.59247141560234, 6.655930391862491 46.59243506985065, 6.655846815107578 46.592425923611415, 6.655845157661893 46.59242591218936, 6.655817801523563 46.592426295018946, 6.655359194758576 46.59238828094673, 6.655315504602036 46.592371981748, 6.655079949609904 46.592269798761116, 6.655105167786452 46.59224540448372, 6.654607011644904 46.592020281696776, 6.654591465174319 46.59200646188609, 6.654590694541367 46.5920024570868, 6.654579200384984 46.59199495014248, 6.654470508140567 46.591889070643774, 6.654463911620627 46.59188673968708, 6.654458864643119 46.59189184703349, 6.654315787837594 46.59221310302616, 6.654122841646965 46.5926579983159, 6.654016960679363 46.59275782535954, 6.653972460017965 46.59296834770578, 6.653968225015379 46.59297460334859, 6.653604916810791 46.59299437592475, 6.653594193153463 46.592990873687064, 6.653374783490939 46.59286137374114, 6.653043518422245 46.59244485128323, 6.652680633274626 46.592208085675836, 6.65267981287331 46.59220750864488))",['pre'],Pré
13152,['Champ'],298,[12.0],"POLYGON ((6.655071962789984 46.59293422864286, 6.654871268989943 46.59294255708086, 6.654033536999825 46.59298591022397, 6.653968709862463 46.59311230308403, 6.654378444369377 46.59309170717803, 6.654381800800913 46.59308887358005, 6.654761833335533 46.59305892955641, 6.655023828897506 46.59305273827862, 6.655129160830059 46.59304775132139, 6.655071962789984 46.59293422864286))",['champ'],Champ
13153,['Pré'],298,[13.0],"POLYGON ((6.655198782635138 46.59304766016837, 6.655129160830059 46.59304775132139, 6.655023828897506 46.59305273827862, 6.654761833335533 46.59305892955641, 6.654381800800913 46.59308887358005, 6.654378444369377 46.59309170717803, 6.654391679196038 46.59309351261571, 6.655007104969471 46.59306290728315, 6.655193768784295 46.59305048235892, 6.655198782635138 46.59304766016837))",['pre'],"Pré, talus"
